Id,SalePrice
2658,107625.40661680573
2718,171134.0394856953
2414,218590.37368632955
1989,106724.89388557017
625,172065.747725455
333,89796.16306455413
1327,107798.04227109338
858,146679.95565252603
95,179759.85031669063
1568,155752.61056363047
2482,155031.61690092934
1364,117475.71070973018
2584,156033.175713926
818,324432.735175859
2673,145115.6562855028
2089,260956.37828216105
1297,144138.68615137137
790,119019.00091438215
2616,184745.15860375465
720,173666.2314338785
222,148278.0721099746
557,134461.48141416363
1148,189341.38553202702
2766,296752.19546718214
534,164901.35986066377
1452,118126.30022277823
630,140135.01059219407
2648,105673.49845242947
125,167431.47058101342
1904,101333.23534898493
1670,112635.98873216081
756,5444.606036936367
717,195175.54588817127
1032,154488.64140643855
852,217786.76110058866
1731,168523.36161471566
2639,105359.88237785421
2071,88614.81777257941
1267,120752.47989704448
1851,177112.20490051195
567,166415.55929183986
2439,201922.44454852803
1898,149601.43794457926
647,245908.86290586443
2256,210715.13784981254
979,93256.43400868856
1444,219847.0583153585
2485,123463.87562220685
157,136061.9406507224
88,131801.34126438334
2003,106921.47037882877
186,186944.0525309135
1425,226550.79948688016
2695,130090.93644353971
738,114338.97936745067
395,140143.0987178682
1353,173126.13570834653
1878,144411.99769906577
390,153702.28239555276
1456,237768.8968644687
1103,329494.0248700971
1387,138083.3308184109
2070,137146.42177460404
1199,165901.5440912822
2479,171561.58768385768
501,287871.3116445404
2362,95140.76449010977
1718,194715.7811822555
2188,87192.54012196946
1483,153947.30796921888
2557,102198.89142620763
437,393873.11119842774
2224,208453.0013180951
1628,167255.7690188031
397,140517.32180703065
587,201817.56395198396
2182,1124961.384725476
971,143745.87943062032
2611,141449.08436086145
1887,135234.16312037956
2399,370551.4940301478
2148,192437.46626673822
304,120829.7541732524
1997,135294.36919427186
2817,136753.77805645863
1431,217878.47125595866
427,361620.33003759675
263,122422.71785426629
598,177961.45793520616
2895,221317.91281180555
687,3693.9316489222942
1822,130491.22750126172
2191,106644.00164392786
179,104853.3224804319
1009,207244.87975885117
2010,134562.9774593818
1991,137426.95859390544
1411,186136.84797062477
1721,225332.33825856433
1144,192811.42035676577
593,210733.2754962803
575,859502.0791869205
1249,238670.32982630926
1604,123396.4468769593
1064,522027.882251979
1923,157485.1817967594
1988,98769.47296297425
2325,169681.08770365978
114,218486.49165563445
2700,202809.1318558655
217,127959.64766072319
343,167872.2939302207
386,224742.9738918864
2005,116874.44000322427
2908,140435.4050231541
1814,234728.15178137002
2446,634253.0564310156
208,133405.38991098083
1679,114589.63971639088
822,335229.24523509166
6,199435.30233814122
1781,376970.4276621676
2397,281919.96565877646
2340,309983.50653708645
1618,172182.595095289
2843,2903.131157116209
1061,368458.0902448095
2786,127414.86203418454
1935,137885.0957643834
1341,115316.38322085746
521,267711.82061527745
2136,140865.94503185316
996,208153.86055584162
227,154852.1764775125
135,236365.98246255182
1167,160789.76922227262
294,244669.42791075443
1776,195292.98990434335
540,158032.92902800057
1717,197163.5008336814
2303,131487.9507452505
116,175784.3009328224
127,138477.23876593795
1371,136216.22554646418
1014,195922.2637138899
1507,102469.67262747516
702,114338.3378618776
750,150838.40461864503
261,167556.38088450689
1559,61598.831655232956
577,214415.84128504846
2812,189648.40568761242
2080,160790.59474449977
1368,109769.70354614501
2376,125289.56250018775
659,107988.77891058064
1235,139357.61511794434
332,81684.51018513233
1917,343986.76633755706
2094,240349.23784520885
1460,261702.46477051917
1471,222414.2149295231
1509,127855.66363043025
1922,137595.55042773348
433,545646.1219187265
460,248433.3583040868
1116,224056.93541297287
1137,158211.1643875639
53,168870.96264240704
2354,263006.850857538
1475,192338.85101153897
1761,726057.0459631716
842,141564.27567584248
2739,183025.512102336
2509,79891.59615396647
1007,224108.8031071138
2610,176526.92976276344
1952,89977.19982988751
2719,173358.96811351267
2921,88545.44861148672
1966,152736.22087343215
292,137849.68769849712
1204,186451.27936570824
1829,265893.33396058815
2419,185962.87811709696
391,148811.1536701813
798,112385.42116656892
481,195629.16784775432
193,177348.6517476466
555,118359.40301734685
899,55941.89061194684
2357,185297.52926939278
328,123644.37629532181
1356,111216.15474114046
1154,123005.13880890667
1730,180238.243323349
2249,159148.20279239785
1119,268881.4742106025
2856,157984.62041958584
1394,132978.70060592867
2587,122807.4414835876
61,331651.0359702452
2661,166235.53919275393
2711,152681.7747851635
1147,181270.45174850296
757,120925.76162477143
2623,105108.74168451452
2378,139932.56195952665
1413,128229.16423860815
1722,209207.7785928722
1112,219347.42411732362
1623,194259.7972264152
1201,186357.44845962917
1513,120845.04804503465
957,998718.3890823467
1171,256997.80531566797
1145,190121.1671354287
2726,220902.48992960184
703,126628.55637898657
760,96361.66697878954
1964,151368.22154224996
2512,171704.34160520512
159,157202.10137473905
1281,162242.14841747592
468,183206.09883992287
290,127424.93466743495
665,101331.55497866547
1463,243670.1193838505
1792,220020.3427642753
923,173925.3525944619
500,256219.9286140393
1408,166620.4968914009
331,84494.85259554195
170,120642.06432975655
2192,103736.19310171276
2571,12657.221017964113
2314,176105.76348096653
2647,96803.17298360632
422,482679.16765097337
2457,377447.6579751503
1838,202983.89738080936
2805,250554.02646854165
1645,146516.16318373266
1711,288507.8015994397
2825,222644.26213555472
322,346584.886170933
2103,239946.0818505041
342,121313.03254169217
600,529936.5139094949
488,178338.5391667554
1725,294040.6277904161
2246,299351.62326947047
2847,158859.88469148186
806,231496.6106937362
530,229049.42209189155
963,181869.5343139033
2678,98175.49266282273
171,92453.7772091787
2401,454783.355672959
805,225488.95965865257
2259,245309.45685122482
1748,187463.48756763348
1361,122063.00287536049
1677,111297.03945049025
1406,151417.08361023862
2322,275691.90701246914
688,147063.92644725245
143,148744.93852433786
804,208487.11256628486
1214,165862.0406740047
2828,139002.7957752206
1999,157206.41231286424
2467,200905.77743651083
2665,141852.21214800674
1538,394044.4833655079
398,118144.39970472874
2822,139581.88290187373
2157,140269.62540800803
1856,208322.7240443072
1269,108167.58188806553
2570,122157.95854444004
2320,230800.69868004788
1517,117612.94707985022
2304,115862.86510359608
1312,109080.88405087641
2012,133465.30939162514
506,247684.26078115107
2865,226405.90127094492
2367,103070.5798567967
554,72975.92814454256
238,136832.72622391008
1954,112644.81654222817
2488,138093.11813772193
2291,69428.51624453402
1969,113113.54789056412
2725,163307.0879094472
1482,147517.37369520462
2763,188962.7543118594
503,248357.3836767815
1584,237249.80966061173
1531,133713.3788035516
2210,172120.19855332366
459,335380.5446410137
556,126999.29359002407
1347,130816.31701521456
1290,81782.16660306086
1388,95043.8944901191
1571,632490.5575722626
2754,200016.47016354595
765,152837.900057987
2494,132314.43766793722
2870,263272.9709132846
7,209376.45289970082
1114,237156.45043256038
2418,264885.52567994944
291,142034.6973944361
18,352386.7087177607
39,370814.6119701827
1001,243689.5319541279
2442,216865.779970702
616,118740.85687293175
2680,77673.44747750692
1414,136663.36164748637
289,160664.07871606547
40,242555.5791108324
860,121397.6893960663
409,128792.63298664642
673,151741.33844198418
2427,178743.4069571918
2036,188497.98438940823
2564,150152.43803091484
642,169501.56542337214
1008,181226.25381651038
1908,149205.15514534723
2519,193025.69520268502
1369,94599.65839906847
2855,163001.49671512103
712,95968.93265669722
1943,117438.937553556
1958,119755.03708974467
107,155291.16744271357
2295,202575.99455415827
704,100831.44272019055
676,21045.932403417413
259,182569.1939700933
93,286225.906167698
106,245855.58455634653
2315,178354.54614907253
1050,112292.40205258565
1095,196552.5260721375
2709,148542.10759040946
758,123362.88099045548
1496,138791.5488705548
2370,115286.08640784674
2458,282566.608204853
2733,143203.9872049372
161,277813.9095944146
726,147664.33642345955
845,202464.67624392902
947,247223.50783061137
2232,91931.88538375444
2563,127275.9633677895
2299,128941.47333077482
211,76078.34269990282
605,171305.153541676
1478,184611.7144595435
2247,294440.0142739507
2274,222134.09530635457
2869,222589.80422062404
967,196324.89168816348
2656,112585.83988597142
667,195512.7115832671
1042,105918.47762203691
2023,164799.2902283385
2447,378559.1790241524
2055,128991.88283655341
2275,302061.13216747495
2204,176817.94368389845
1563,288415.7190913841
483,215019.73121644347
796,132329.50024502102
1526,176966.30832661685
2042,120971.54453676949
442,350110.1553921281
1693,320657.172737967
1468,227311.884332039
1430,199903.70234843483
2605,145250.6493389891
1529,194814.96189958567
335,153896.2751016442
1287,120436.15349980471
31,101488.40052452535
1785,321443.0444810929
82,161719.725306659
2620,129130.00061247038
252,178170.0653780607
721,59578.50590076964
2165,186657.44510475808
2316,192075.53302219958
775,129915.94872006262
1558,89646.80941294672
17,203921.7937279791
1022,225136.071606214
925,140395.92094903774
438,262965.92680457246
1270,144682.8451806858
1272,134514.83405340568
215,127467.0906414161
266,227011.8040016834
2402,280755.19791277393
1250,127703.46359692558
1984,103637.07581386394
1279,148659.89658434418
377,238597.38791533626
1252,103018.3053453917
2156,261407.55442176122
499,314828.1439464826
1374,141782.336843164
2898,233331.76215119992
401,115856.78124950289
2721,150993.27827290352
2078,260738.8226165946
2589,156169.3173363029
1946,270887.83456345636
1334,133986.9164455414
2781,219939.84666501297
431,383623.66498872644
576,186828.50630844105
1474,197452.78096827323
2254,134288.481767258
2155,275288.12943305325
885,109181.94221679462
643,136652.0007235698
1944,131300.96535481518
480,192227.113449611
2845,104721.16855552961
2387,315758.8187430508
2407,194449.6671676964
2527,174961.94907617586
2514,151661.894661391
629,107321.34553289849
80,531266.1335804545
1876,145514.65693160132
1546,115958.82859729718
2518,168733.34759455212
2347,153664.97444048806
783,234442.80438014146
1322,75541.80398093401
194,87112.80750157037
1770,292729.19101851596
2143,132979.32052882164
1229,209097.4384099088
511,266141.41979943385
46,214115.90803193694
1348,136201.2235149783
2465,193791.45868886766
387,231637.89648899608
873,218395.01282122388
1918,116293.71961933767
2764,222083.94987323266
2184,115906.8459139556
934,126301.54919144501
1920,122715.92668825532
2631,142207.76118077553
1768,730704.0397551837
2040,120815.15433932615
1749,212171.7620862204
834,252224.40323716236
1457,233904.55555839816
79,115242.3190575161
2302,129646.22726821914
1817,140589.1417650477
2755,231590.05266850351
359,177824.564416482
2059,113920.78421757628
2092,226925.3095353071
2516,217681.64652182758
150,111411.41329624082
1656,149899.05401856548
83,100061.39488137259
2411,200457.85100780602
795,73524.23124451004
2312,214749.06899441173
2917,101560.08081357133
1624,171844.42505051143
2215,348519.9598240753
1211,148951.38024934937
1485,156829.7486356309
1024,349709.1071026402
570,210304.860216469
2874,141110.58569098395
700,138262.3317700231
2756,206156.73033011236
2022,175499.6168695926
583,238750.03596843572
2392,379940.3509260172
2424,176560.21659453437
212,109841.40335929873
736,125091.7042962286
1610,184524.45375229997
890,126369.90272075242
467,183868.50041218326
578,214844.11052678942
1747,197902.98498445592
1149,157788.37707313613
2758,265798.8287032462
857,139451.87256820415
2219,273098.81180397264
733,75922.2746741322
2909,110205.4066978951
1798,255233.00584989335
235,137245.4302328998
2366,120198.7335717037
1027,137512.4978927296
1195,142836.759222207
1303,75018.78706172283
148,187126.9236092431
608,155537.9055695774
2515,213779.45309291364
821,273197.0352025949
2500,251954.69110333195
745,110996.64383466716
741,131597.45571350658
1611,169108.04433177746
2532,140708.0657516412
1081,230906.74227382697
1692,487193.46804352954
2520,169338.35900739132
276,120565.5938217112
1992,127797.18385139217
663,72386.87449794941
418,121138.37902245657
1733,194284.47688327284
2359,146904.09623374426
253,183566.3653145732
1518,6574.11290340066
2035,133042.8146896623
2919,81280.23624832618
1540,259040.00849696793
2120,147211.7130861228
1674,167906.12834385707
256,151260.89612802796
2361,111899.38674742049
978,85930.75836880725
2280,139123.8457096816
2095,481665.35319877276
1709,327992.87753021426
2801,247617.0518344617
1246,119760.12523643229
2373,98846.0560994097
1055,281337.9173172931
2017,126905.9330789741
1099,255894.15027145628
1344,85765.9611693104
835,230043.08605236598
1117,226487.21053146283
2043,93424.09148246537
2085,127477.50256555337
410,138409.0160746403
2650,104890.65727357856
2867,196139.6005934702
1668,119422.5236584953
1161,162639.03373481904
2122,175042.92059810317
2539,162261.65712019504
1047,133652.7345962644
1445,130273.0640286974
541,125363.24161608252
569,242864.70498333778
1276,116477.69455007454
918,152281.3553714262
326,173518.1923539719
1936,126083.02427568601
895,96149.95761865994
257,148215.81307626067
1241,177299.78859304506
1545,111510.26697160267
1189,413627.04695926775
270,142530.66248100705
2066,218365.0346764832
693,123881.63128784626
1259,142758.22173809627
2916,155638.51541415963
2321,323678.65442829987
1977,78250.04968979309
1895,142330.26471686366
1240,217208.91398961283
85,158950.4930458982
1823,131516.98340086723
825,287758.88758926926
110,228913.05035628946
697,117873.79673918877
2297,117883.3899529481
1231,138528.18449462188
1355,141268.90842539488
968,342831.18800407706
584,222743.5142922078
1315,121190.10099597854
1606,144566.54412031447
206,100005.2479122183
1685,365561.95929577266
2016,137416.9779049965
869,203330.51290577505
2135,125268.71727192406
2346,198778.19136592167
2430,228754.0401357883
2198,85147.5230110273
2652,118028.83139937911
27,118228.45358772867
241,160397.85924594593
906,129567.57301299617
1506,119733.85311698655
2098,402402.11421300506
1435,222558.74166737092
2213,158923.10260482386
1274,130875.63531478075
743,42602.64794242453
1737,189236.39167893873
2797,277445.21751496795
2185,66140.32388414652
58,172948.10126781662
830,185846.8260621481
808,127022.73459263936
680,146420.65303113378
1153,110538.70754035964
1291,127462.99653704384
1818,148012.0502522708
2161,180383.21330572639
1883,118863.14916398612
350,370075.874659167
2473,136653.50814818413
295,211117.52384541443
293,203260.31275775068
859,127953.45656705514
288,72621.75727168932
1578,152477.6407157288
102,182885.15378477063
2831,127275.25198868893
1030,158836.1504781288
2551,153764.12715862767
1286,143103.06171097636
958,330239.3283942545
776,129735.61839957211
72,247732.49796751008
2263,245740.56966070508
1866,153857.7206748135
2876,77064.36972972318
2146,241489.82959229854
103,168269.13970305314
1500,134872.77438810875
492,194003.57257376603
167,149860.439473791
2597,118692.80555547184
2685,117707.93088007564
1035,152788.527831503
1220,76970.9375477547
2602,153519.14555393762
2159,204361.5266621083
695,133542.0588146649
1109,259142.4683549222
640,179445.34783018407
1652,171159.10761088273
2090,166216.96143612234
1188,184413.52590430426
2345,231438.957542809
1059,470259.4478471565
2751,239271.7582717693
128,206472.4945797988
1523,218295.12641401403
2925,192792.03406425554
2145,296719.78006519255
1121,229626.22034219952
566,248603.235652877
565,250228.0172612934
1331,145826.9356263127
2928,142756.01209878363
156,140418.98817403635
797,139495.16134525757
327,94159.77216998235
2859,156197.35005829664
1453,121885.8803737387
1762,354779.9932614508
1868,201379.86826412557
1760,179964.73837693874
1113,233987.49115828544
1812,191407.91447526717
117,156973.40764687635
1142,203946.05300745578
2342,452402.1540448219
927,164760.90020751485
2478,184502.66112634356
655,85495.5524876065
2064,130355.99108606785
369,261441.7900359226
2239,116917.54328370077
2732,214813.14292564886
1653,154357.65428718922
959,215340.41022530047
2395,358110.0036759587
1412,112666.8141930193
271,233820.6050518123
1484,145894.39270880292
1497,148111.62810324313
552,155612.20943060983
2,127735.45936424717
1855,309930.11271626386
4,299907.847171704
2292,154875.08630368163
134,146754.27803438966
646,102955.95247160867
42,284984.70342988096
532,225217.6546108074
713,103481.70315773861
2561,144155.8292327294
2360,136382.13237310882
1333,123315.93717332407
1407,262922.5336496974
2892,325234.204369049
574,204981.17282968937
1227,179846.65133708096
